Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
3375,6,1,3,2,1,"@someone That was the most freaking thing I've ever seen, pathetic"
3376,6,0,4,2,1,@someone The whole thing is freaking BS and everyone knows it
3377,4,0,3,1,1,@someone This entire situation is a utter disaster from the start #smh
3378,3,0,1,2,2,Spending the day learning something new and it feels rewarding wtf
3379,7,2,3,2,1,"What a stupid freaking move, I can't believe this crap lol"
3380,6,0,5,1,1,@someone Go screw yourself with that complete nonsense you're spouting
3381,5,0,3,2,1,You're a complete utter loser with no life whatsoever
3382,7,0,5,2,1,RT @user: This entire situation is a complete disaster from the start
3383,3,0,2,1,2,The coffee shop around the corner makes the best lattes #smh
3384,7,0,6,1,1,That total idiot just cut me off in traffic again
3385,7,3,3,1,1,Go screw yourself with that absolute nonsense you're spouting wtf
3386,4,0,4,0,1,"What a stupid bloody move, I can't believe this crap lol"
3387,6,0,6,0,1,That total idiot just cut me off in traffic again lol
3388,7,7,0,0,0,All black people should be removed from society
3389,4,0,3,1,1,@someone This entire situation is a freaking disaster from the start lol
3390,4,3,1,0,0,RT @user: immigrant people are animals who can't behave in civilization #truth
3391,7,0,5,2,1,"This is absolute garbage, what a absolute waste of time lol"
3392,3,0,2,1,1,"That was the most total thing I've ever seen, pathetic #truth"
3393,3,0,3,0,1,You're a complete effing loser with no life whatsoever
3394,7,0,3,4,1,"@someone Shut the hell up you freaking moron, nobody asked you"
3395,5,0,2,3,2,"My dog learned a new trick today, so proud of him"
3396,4,0,3,1,1,"RT @user: That was the most absolute thing I've ever seen, pathetic"
3397,7,0,7,0,1,"Stop posting your utter garbage online, nobody cares"
3398,7,0,5,2,1,"RT @user: You're embarrassing yourself, you bloody buffoon #smh"
3399,4,0,3,1,1,"You absolute freaking clown, get out of here already"
3400,6,0,6,0,1,You're a complete bloody loser with no life whatsoever lol
3401,5,0,0,5,2,Had a productive meeting at work and things are looking good
3402,7,0,1,6,2,"RT @user: Looking forward to the weekend, planning to relax and recharge"
3403,7,0,7,0,1,Are you seriously that dumb? Holy absolute crap
3404,5,0,2,3,1,The whole thing is freaking BS and everyone knows it
3405,6,1,3,2,1,"That was the most total thing I've ever seen, pathetic wtf"
3406,6,0,4,2,1,"Shut the hell up you total moron, nobody asked you lol"
3407,5,5,0,0,0,We need to eliminate female from our neighborhoods
3408,7,0,0,7,2,Had an amazing time at the concert last night with friends #smh
3409,3,1,1,1,1,"That was the most freaking thing I've ever seen, pathetic #truth"
3410,5,0,2,3,2,@someone Had a productive meeting at work and things are looking good
3411,3,0,0,3,2,Cooked a new recipe tonight and it turned out delicious
3412,3,0,2,1,2,The local farmers market had amazing fresh produce this morning
3413,6,0,1,5,2,Had a productive meeting at work and things are looking good lol
3414,6,0,5,1,1,RT @user: Are you seriously that dumb? Holy complete crap lol
3415,4,0,2,2,2,RT @user: Just watched a documentary that really changed my perspective
3416,3,0,0,3,2,"My team won the game tonight, what an exciting match it was"
3417,7,0,0,7,2,The sunset this evening was absolutely breathtaking and beautiful lol
3418,3,0,2,1,2,"@someone My dog learned a new trick today, so proud of him #smh"
3419,5,0,4,1,1,"What a stupid freaking move, I can't believe this crap"
3420,4,0,4,0,1,"@someone You absolute freaking clown, get out of here already #smh"
3421,4,0,3,1,1,Go screw yourself with that freaking nonsense you're spouting lol
3422,5,0,1,4,2,@someone The new season of that show was absolutely incredible #truth
3423,5,0,5,0,1,"RT @user: Stop posting your damn garbage online, nobody cares"
3424,5,0,5,0,1,"What a bloody joke, I can't stand these people anymore #truth"
3425,7,0,5,2,1,"This is absolute garbage, what a freaking waste of time"
3426,7,0,5,2,1,"RT @user: Shut the hell up you damn moron, nobody asked you"
3427,6,0,0,6,2,"Finally finished that long project, feeling a great sense of relief"
3428,6,1,3,2,1,I hate these complete incompetent fools running everything #smh
3429,3,0,1,2,2,RT @user: The coffee shop around the corner makes the best lattes wtf
3430,6,0,6,0,1,"You absolute utter clown, get out of here already"
3431,7,0,1,6,2,The sunset this evening was absolutely breathtaking and beautiful
3432,5,0,5,0,1,"Shut the hell up you freaking moron, nobody asked you #truth"
3433,3,0,1,2,2,Met up with old friends today and it was really wonderful wtf
3434,7,1,5,1,1,"@someone That was the most total thing I've ever seen, pathetic"
3435,6,6,0,0,0,Every immigrant person is dangerous and should be locked up
3436,6,2,3,1,1,"@someone You absolute total clown, get out of here already lol"
3437,6,0,3,3,2,Started a new gym routine and feeling more energetic already #truth
3438,3,0,2,1,1,"@someone Shut the hell up you effing moron, nobody asked you #truth"
3439,5,0,0,5,2,"Looking forward to the weekend, planning to relax and recharge"
3440,5,0,3,2,1,"You absolute freaking clown, get out of here already lol"
3441,4,0,4,0,1,"What a stupid total move, I can't believe this crap wtf"
3442,3,0,2,1,1,"You're embarrassing yourself, you freaking buffoon"
3443,3,0,0,3,2,Spending the day learning something new and it feels rewarding
3444,6,1,4,1,1,I hate these damn incompetent fools running everything lol
3445,6,0,0,6,2,@someone Just got back from a great hike in the mountains today wtf
3446,4,0,2,2,2,The coffee shop around the corner makes the best lattes wtf
3447,5,4,1,0,0,@someone female people are subhuman and don't deserve rights #smh
3448,5,0,5,0,1,@someone Are you seriously that dumb? Holy damn crap
3449,5,0,3,2,1,That bloody idiot just cut me off in traffic again
3450,7,1,5,1,1,I hate these bloody incompetent fools running everything
3451,3,0,2,1,2,@someone The local farmers market had amazing fresh produce this morning lol
3452,5,0,4,1,1,@someone I hate these bloody incompetent fools running everything
3453,5,0,0,5,2,Just watched a documentary that really changed my perspective #truth
3454,6,0,2,4,2,"Looking forward to the weekend, planning to relax and recharge"
3455,5,0,1,4,2,@someone The sunset this evening was absolutely breathtaking and beautiful
3456,6,0,3,3,2,Had a productive meeting at work and things are looking good
3457,5,0,5,0,1,"Shut the hell up you total moron, nobody asked you #truth"
3458,4,0,1,3,2,RT @user: The coffee shop around the corner makes the best lattes wtf
3459,6,0,6,0,1,Are you seriously that dumb? Holy freaking crap lol
3460,6,0,6,0,1,RT @user: I hate these total incompetent fools running everything
3461,4,0,3,1,1,RT @user: Go screw yourself with that bloody nonsense you're spouting
3462,4,1,2,1,1,RT @user: You're a complete absolute loser with no life whatsoever
3463,7,0,7,0,1,RT @user: This entire situation is a absolute disaster from the start lol
3464,6,0,0,6,2,"My team won the game tonight, what an exciting match it was"
3465,6,0,5,1,1,"What a effing joke, I can't stand these people anymore lol"
3466,5,0,2,3,2,Feeling grateful for all the good things happening lately #truth
3467,3,0,1,2,1,Are you seriously that dumb? Holy utter crap #smh
3468,4,0,0,4,2,The sunset this evening was absolutely breathtaking and beautiful
3469,6,0,5,1,1,Go screw yourself with that effing nonsense you're spouting #truth
3470,5,0,5,0,1,"That was the most bloody thing I've ever seen, pathetic"
3471,6,1,3,2,1,Are you seriously that dumb? Holy complete crap
3472,5,0,4,1,1,"You're embarrassing yourself, you total buffoon"
3473,6,0,5,1,1,"What a stupid effing move, I can't believe this crap lol"
3474,6,3,2,1,0,We need to eliminate christian from our neighborhoods lol
3475,4,0,1,3,2,Had a productive meeting at work and things are looking good #smh
3476,7,0,7,0,1,That freaking idiot just cut me off in traffic again lol
3477,6,0,3,3,2,@someone Had a productive meeting at work and things are looking good
3478,3,0,3,0,1,RT @user: This entire situation is a effing disaster from the start #smh
3479,6,0,3,3,2,"Finally finished that long project, feeling a great sense of relief wtf"
3480,4,0,4,0,1,That effing idiot just cut me off in traffic again
3481,6,0,4,2,1,"What a stupid effing move, I can't believe this crap"
3482,7,0,6,1,1,@someone You're a complete freaking loser with no life whatsoever #smh
3483,5,0,2,3,1,This entire situation is a bloody disaster from the start lol
3484,5,0,2,3,1,"What a stupid absolute move, I can't believe this crap"
3485,6,0,3,3,2,RT @user: The coffee shop around the corner makes the best lattes
3486,5,1,2,2,1,"@someone Shut the hell up you bloody moron, nobody asked you"
3487,3,0,2,1,1,That freaking idiot just cut me off in traffic again #smh
3488,3,0,1,2,1,The whole thing is total BS and everyone knows it
3489,6,0,5,1,1,@someone The whole thing is freaking BS and everyone knows it #truth
3490,6,1,4,1,1,"What a stupid utter move, I can't believe this crap #truth"
3491,4,1,2,1,1,"@someone What a freaking joke, I can't stand these people anymore lol"
3492,6,0,0,6,2,The coffee shop around the corner makes the best lattes wtf
3493,5,0,2,3,2,Working on a new project and feeling really inspired today
3494,3,0,2,1,2,"RT @user: My dog learned a new trick today, so proud of him"
3495,3,0,2,1,1,"That was the most damn thing I've ever seen, pathetic wtf"
3496,7,0,2,5,2,"My team won the game tonight, what an exciting match it was #smh"
3497,5,0,4,1,1,"What a stupid freaking move, I can't believe this crap"
3498,6,5,1,0,0,The world would be better without jewish people
3499,3,0,1,2,1,"You absolute absolute clown, get out of here already"
3500,5,0,0,5,2,@someone Just watched a documentary that really changed my perspective
3501,6,1,3,2,1,"@someone What a stupid freaking move, I can't believe this crap"
3502,6,0,5,1,1,Are you seriously that dumb? Holy total crap #truth
3503,4,0,2,2,1,@someone Go screw yourself with that freaking nonsense you're spouting #smh
3504,6,2,3,1,1,That effing idiot just cut me off in traffic again
3505,6,1,4,1,1,The whole thing is effing BS and everyone knows it
3506,6,0,3,3,1,@someone That bloody idiot just cut me off in traffic again wtf
3507,4,0,2,2,2,Started a new gym routine and feeling more energetic already
3508,7,1,5,1,1,"Stop posting your utter garbage online, nobody cares"
3509,6,0,2,4,2,Just finished reading a fantastic book I highly recommend wtf
3510,4,0,3,1,1,@someone You're a complete total loser with no life whatsoever #smh
3511,5,0,3,2,1,"@someone You absolute absolute clown, get out of here already wtf"
3512,4,0,1,3,2,Just watched a documentary that really changed my perspective lol
3513,5,2,2,1,1,"@someone You're embarrassing yourself, you freaking buffoon #truth"
3514,5,1,2,2,1,"@someone This is absolute garbage, what a utter waste of time #smh"
3515,7,0,6,1,1,"What a stupid freaking move, I can't believe this crap #smh"
3516,5,0,4,1,1,"@someone That was the most freaking thing I've ever seen, pathetic #smh"
3517,6,1,4,1,1,"You absolute freaking clown, get out of here already"
3518,7,0,3,4,2,Had a productive meeting at work and things are looking good
3519,4,0,0,4,2,The weather today is perfect for an outdoor afternoon walk #truth
3520,4,0,1,3,2,"My team won the game tonight, what an exciting match it was #truth"
3521,6,0,5,1,1,"What a stupid damn move, I can't believe this crap wtf"
3522,4,0,2,2,2,Met up with old friends today and it was really wonderful
3523,7,2,4,1,1,"This is absolute garbage, what a bloody waste of time #smh"
3524,7,1,5,1,1,"@someone You're embarrassing yourself, you utter buffoon #smh"
3525,3,0,2,1,1,"@someone This is absolute garbage, what a utter waste of time wtf"
3526,5,0,4,1,1,RT @user: This entire situation is a effing disaster from the start
3527,6,0,6,0,1,"What a absolute joke, I can't stand these people anymore wtf"
3528,7,0,7,0,1,Are you seriously that dumb? Holy total crap
3529,6,0,6,0,1,"This is absolute garbage, what a bloody waste of time wtf"
3530,3,1,1,1,1,@someone Go screw yourself with that utter nonsense you're spouting
3531,3,0,1,2,2,The new season of that show was absolutely incredible
3532,4,0,4,0,1,"This is absolute garbage, what a total waste of time wtf"
3533,7,0,1,6,2,Cooked a new recipe tonight and it turned out delicious
3534,5,1,2,2,1,"@someone You're embarrassing yourself, you utter buffoon #truth"
3535,6,0,1,5,2,Spending the day learning something new and it feels rewarding #truth
3536,3,0,0,3,2,The weather today is perfect for an outdoor afternoon walk
3537,7,0,2,5,2,Working on a new project and feeling really inspired today
3538,4,0,2,2,2,Feeling grateful for all the good things happening lately wtf
3539,4,0,0,4,2,@someone Had an amazing time at the concert last night with friends #smh
3540,4,0,3,1,1,"Stop posting your freaking garbage online, nobody cares #smh"
3541,5,1,3,1,1,"This is absolute garbage, what a damn waste of time lol"
3542,5,0,2,3,1,"That was the most freaking thing I've ever seen, pathetic #truth"
3543,5,2,2,1,1,The whole thing is freaking BS and everyone knows it
3544,3,0,3,0,1,"Shut the hell up you complete moron, nobody asked you"
3545,3,0,3,0,1,"You're embarrassing yourself, you absolute buffoon #truth"
3546,4,0,2,2,2,Just got back from a great hike in the mountains today #truth
3547,6,0,3,3,2,RT @user: Spending the day learning something new and it feels rewarding
3548,6,0,5,1,1,"You're embarrassing yourself, you complete buffoon"
3549,6,0,1,5,2,RT @user: The local farmers market had amazing fresh produce this morning lol
3550,5,0,1,4,2,"My dog learned a new trick today, so proud of him"
3551,6,5,1,0,0,"Death to all jewishs, they ruin everything"
3552,5,0,5,0,1,"You're embarrassing yourself, you freaking buffoon #truth"
3553,5,2,2,1,1,"@someone What a complete joke, I can't stand these people anymore"
3554,3,0,3,0,1,"This is absolute garbage, what a utter waste of time #truth"
3555,5,0,3,2,1,"@someone That was the most bloody thing I've ever seen, pathetic"
3556,3,0,3,0,1,RT @user: The whole thing is absolute BS and everyone knows it
3557,3,0,2,1,1,"What a total joke, I can't stand these people anymore"
3558,6,0,6,0,1,That damn idiot just cut me off in traffic again
3559,4,0,3,1,1,"What a total joke, I can't stand these people anymore wtf"
3560,6,1,3,2,1,"@someone Stop posting your damn garbage online, nobody cares lol"
3561,5,0,1,4,2,Had a productive meeting at work and things are looking good #truth
3562,4,0,3,1,1,@someone You're a complete freaking loser with no life whatsoever
3563,3,0,3,0,1,"@someone You're embarrassing yourself, you bloody buffoon wtf"
3564,5,0,4,1,1,"This is absolute garbage, what a freaking waste of time #smh"
3565,5,0,1,4,2,Had a productive meeting at work and things are looking good
3566,7,0,2,5,2,Met up with old friends today and it was really wonderful lol
3567,7,0,0,7,2,The weather today is perfect for an outdoor afternoon walk lol
3568,6,0,5,1,1,"Stop posting your effing garbage online, nobody cares"
3569,7,0,7,0,1,"RT @user: You absolute total clown, get out of here already lol"
3570,6,1,3,2,1,Go screw yourself with that damn nonsense you're spouting #smh
3571,4,0,4,0,1,"You absolute freaking clown, get out of here already lol"
3572,6,1,3,2,1,"Stop posting your freaking garbage online, nobody cares"
3573,3,0,3,0,1,"This is absolute garbage, what a absolute waste of time wtf"
3574,7,0,5,2,1,"@someone What a stupid complete move, I can't believe this crap #smh"
3575,4,1,2,1,1,"Stop posting your freaking garbage online, nobody cares"
3576,6,0,1,5,2,The coffee shop around the corner makes the best lattes
3577,5,0,5,0,1,@someone Go screw yourself with that effing nonsense you're spouting
3578,3,0,3,0,1,"@someone That was the most complete thing I've ever seen, pathetic"
3579,4,0,3,1,1,"That was the most freaking thing I've ever seen, pathetic lol"
3580,5,0,2,3,2,The coffee shop around the corner makes the best lattes wtf
3581,4,0,1,3,2,"@someone My dog learned a new trick today, so proud of him"
3582,4,0,4,0,1,"What a stupid utter move, I can't believe this crap"
3583,5,0,1,4,2,The new season of that show was absolutely incredible #smh
3584,7,0,3,4,2,Had an amazing time at the concert last night with friends
3585,6,0,1,5,2,The sunset this evening was absolutely breathtaking and beautiful wtf
3586,4,0,2,2,2,Started a new gym routine and feeling more energetic already
3587,4,0,1,3,2,Just got back from a great hike in the mountains today
3588,7,0,0,7,2,@someone Working on a new project and feeling really inspired today lol
3589,5,0,1,4,2,RT @user: Cooked a new recipe tonight and it turned out delicious #truth
3590,5,0,4,1,1,"@someone That was the most freaking thing I've ever seen, pathetic"
3591,6,2,3,1,1,"@someone You're embarrassing yourself, you complete buffoon lol"
3592,7,2,3,2,1,"You're embarrassing yourself, you total buffoon lol"
3593,4,0,2,2,1,The whole thing is damn BS and everyone knows it
3594,3,1,1,1,1,I hate these total incompetent fools running everything
3595,4,0,3,1,1,"RT @user: You absolute freaking clown, get out of here already #smh"
3596,7,0,0,7,2,"@someone Finally finished that long project, feeling a great sense of relief wtf"
3597,4,0,2,2,1,@someone The whole thing is absolute BS and everyone knows it #truth
3598,6,2,3,1,1,"RT @user: This is absolute garbage, what a complete waste of time"
3599,4,0,0,4,2,@someone Working on a new project and feeling really inspired today #smh
3600,4,0,2,2,2,Working on a new project and feeling really inspired today #truth
3601,4,0,3,1,1,RT @user: That freaking idiot just cut me off in traffic again
3602,5,0,3,2,1,@someone Are you seriously that dumb? Holy bloody crap #truth
3603,4,0,3,1,1,"Shut the hell up you complete moron, nobody asked you #truth"
3604,3,0,3,0,1,"Shut the hell up you utter moron, nobody asked you"
3605,3,1,1,1,1,"That was the most freaking thing I've ever seen, pathetic lol"
3606,6,3,2,1,0,All female people should be removed from society lol
3607,6,0,6,0,1,"This is absolute garbage, what a absolute waste of time #truth"
3608,4,0,0,4,2,@someone Working on a new project and feeling really inspired today
3609,4,0,2,2,2,"Looking forward to the weekend, planning to relax and recharge #smh"
3610,3,0,1,2,2,RT @user: The sunset this evening was absolutely breathtaking and beautiful
3611,6,0,4,2,1,That bloody idiot just cut me off in traffic again
3612,6,0,3,3,1,Go screw yourself with that effing nonsense you're spouting lol
3613,6,0,0,6,2,@someone Spending the day learning something new and it feels rewarding #smh
3614,6,1,3,2,1,"RT @user: You absolute effing clown, get out of here already wtf"
3615,3,0,1,2,1,"@someone You absolute absolute clown, get out of here already wtf"
3616,5,0,3,2,1,"RT @user: This is absolute garbage, what a bloody waste of time lol"
3617,3,0,3,0,1,"RT @user: That was the most damn thing I've ever seen, pathetic #truth"
3618,7,0,7,0,1,I hate these absolute incompetent fools running everything
3619,5,0,4,1,1,I hate these freaking incompetent fools running everything lol
3620,5,0,0,5,2,"My dog learned a new trick today, so proud of him"
3621,4,0,0,4,2,RT @user: Met up with old friends today and it was really wonderful
3622,5,0,4,1,1,RT @user: That damn idiot just cut me off in traffic again lol
3623,4,0,4,0,1,"What a stupid freaking move, I can't believe this crap"
3624,5,0,3,2,1,"What a freaking joke, I can't stand these people anymore wtf"
3625,3,1,1,1,1,"What a absolute joke, I can't stand these people anymore lol"
3626,5,2,2,1,1,That effing idiot just cut me off in traffic again #smh
3627,4,0,3,1,1,"Shut the hell up you freaking moron, nobody asked you"
3628,5,0,2,3,2,@someone The coffee shop around the corner makes the best lattes
3629,6,0,6,0,1,"That was the most complete thing I've ever seen, pathetic"
3630,3,0,1,2,1,"That was the most bloody thing I've ever seen, pathetic #truth"
3631,3,0,3,0,1,"That was the most total thing I've ever seen, pathetic #truth"
3632,7,1,5,1,1,This entire situation is a bloody disaster from the start wtf
3633,4,0,4,0,1,That complete idiot just cut me off in traffic again
3634,5,2,2,1,1,"Stop posting your bloody garbage online, nobody cares"
3635,3,0,2,1,1,RT @user: You're a complete complete loser with no life whatsoever
3636,4,0,4,0,1,RT @user: This entire situation is a total disaster from the start lol
3637,5,0,3,2,1,"You're embarrassing yourself, you freaking buffoon #smh"
3638,4,0,2,2,1,RT @user: The whole thing is freaking BS and everyone knows it #truth
3639,4,0,2,2,1,"Stop posting your absolute garbage online, nobody cares #smh"
3640,3,0,2,1,2,"My team won the game tonight, what an exciting match it was"
3641,6,1,4,1,1,"RT @user: That was the most freaking thing I've ever seen, pathetic wtf"
3642,4,0,2,2,2,"RT @user: Looking forward to the weekend, planning to relax and recharge wtf"
3643,7,2,3,2,1,This entire situation is a bloody disaster from the start
3644,4,0,2,2,1,"What a freaking joke, I can't stand these people anymore"
3645,7,0,1,6,2,The local farmers market had amazing fresh produce this morning lol
3646,6,1,4,1,1,"RT @user: You're embarrassing yourself, you effing buffoon"
3647,7,0,1,6,2,RT @user: The local farmers market had amazing fresh produce this morning #truth
3648,4,1,2,1,1,"What a damn joke, I can't stand these people anymore"
3649,4,0,2,2,1,"You're embarrassing yourself, you freaking buffoon"
3650,7,0,5,2,1,This entire situation is a total disaster from the start lol
3651,4,0,2,2,1,Go screw yourself with that complete nonsense you're spouting
3652,3,0,1,2,2,Just finished reading a fantastic book I highly recommend #smh
3653,3,0,2,1,2,RT @user: The weather today is perfect for an outdoor afternoon walk
3654,3,1,1,1,0,@someone white people are subhuman and don't deserve rights lol
3655,4,3,0,1,0,muslim people are subhuman and don't deserve rights lol
3656,3,0,2,1,2,Had an amazing time at the concert last night with friends #truth
3657,4,0,2,2,1,RT @user: I hate these effing incompetent fools running everything wtf
3658,5,1,3,1,1,"RT @user: Shut the hell up you freaking moron, nobody asked you #smh"
3659,7,0,6,1,1,"This is absolute garbage, what a freaking waste of time"
3660,7,0,0,7,2,RT @user: Just finished reading a fantastic book I highly recommend
3661,3,0,0,3,2,The weather today is perfect for an outdoor afternoon walk wtf
3662,7,5,1,1,0,Every christian person is dangerous and should be locked up wtf
3663,7,0,0,7,2,"RT @user: My team won the game tonight, what an exciting match it was"
3664,4,0,2,2,1,The whole thing is freaking BS and everyone knows it wtf
3665,7,0,3,4,2,Had an amazing time at the concert last night with friends
3666,4,0,0,4,2,Had a productive meeting at work and things are looking good
3667,3,0,1,2,1,"RT @user: What a damn joke, I can't stand these people anymore lol"
3668,3,0,0,3,2,The new season of that show was absolutely incredible wtf
3669,7,0,7,0,1,"Shut the hell up you freaking moron, nobody asked you"
3670,7,0,3,4,2,Had an amazing time at the concert last night with friends
3671,6,0,4,2,1,"RT @user: Stop posting your complete garbage online, nobody cares lol"
3672,3,0,2,1,1,RT @user: I hate these complete incompetent fools running everything
3673,3,0,2,1,1,Are you seriously that dumb? Holy utter crap
3674,6,6,0,0,0,@someone muslim people are subhuman and don't deserve rights
3675,3,0,1,2,1,Are you seriously that dumb? Holy complete crap lol
3676,4,4,0,0,0,@someone I wish all asian people would just disappear forever #truth
3677,4,1,2,1,1,Are you seriously that dumb? Holy bloody crap wtf
3678,7,0,7,0,1,RT @user: Go screw yourself with that freaking nonsense you're spouting
3679,6,0,6,0,1,You're a complete utter loser with no life whatsoever #truth
3680,7,0,6,1,1,"You absolute effing clown, get out of here already lol"
3681,6,0,4,2,1,"RT @user: That was the most freaking thing I've ever seen, pathetic lol"
3682,7,1,3,3,1,"Shut the hell up you damn moron, nobody asked you #truth"
3683,6,1,4,1,1,"RT @user: That was the most freaking thing I've ever seen, pathetic"
3684,3,0,1,2,2,Started a new gym routine and feeling more energetic already
3685,5,0,2,3,2,RT @user: Just watched a documentary that really changed my perspective
3686,5,0,3,2,1,"RT @user: What a stupid absolute move, I can't believe this crap wtf"
3687,4,0,0,4,2,"RT @user: Looking forward to the weekend, planning to relax and recharge lol"
3688,5,0,4,1,1,Are you seriously that dumb? Holy total crap
3689,7,1,4,2,1,"@someone That was the most bloody thing I've ever seen, pathetic #smh"
3690,6,0,2,4,2,@someone Started a new gym routine and feeling more energetic already
3691,6,0,6,0,1,RT @user: Go screw yourself with that complete nonsense you're spouting wtf
3692,7,0,1,6,2,Started a new gym routine and feeling more energetic already
3693,3,0,3,0,1,@someone That damn idiot just cut me off in traffic again wtf
3694,4,0,2,2,1,"What a absolute joke, I can't stand these people anymore"
3695,5,1,2,2,1,@someone This entire situation is a freaking disaster from the start #truth
3696,4,0,3,1,1,"This is absolute garbage, what a absolute waste of time"
3697,4,0,1,3,2,"Looking forward to the weekend, planning to relax and recharge"
3698,5,0,0,5,2,"Looking forward to the weekend, planning to relax and recharge"
3699,7,5,1,1,0,"I hate every single jewish person, they are disgusting"
3700,6,0,6,0,1,"What a stupid freaking move, I can't believe this crap"
3701,3,0,0,3,2,RT @user: The sunset this evening was absolutely breathtaking and beautiful
3702,7,2,3,2,1,"What a stupid damn move, I can't believe this crap #smh"
3703,4,0,4,0,1,"RT @user: This is absolute garbage, what a freaking waste of time"
3704,6,0,3,3,1,"You absolute freaking clown, get out of here already #smh"
3705,6,0,1,5,2,The weather today is perfect for an outdoor afternoon walk wtf
3706,6,1,3,2,1,This entire situation is a absolute disaster from the start wtf
3707,7,0,2,5,2,@someone Just got back from a great hike in the mountains today
3708,5,0,1,4,2,The local farmers market had amazing fresh produce this morning lol
3709,7,0,6,1,1,The whole thing is freaking BS and everyone knows it
3710,3,0,3,0,1,Go screw yourself with that freaking nonsense you're spouting
3711,5,0,1,4,2,Met up with old friends today and it was really wonderful wtf
3712,7,0,1,6,2,@someone Working on a new project and feeling really inspired today
3713,4,0,4,0,1,"You're embarrassing yourself, you absolute buffoon"
3714,3,1,1,1,1,The whole thing is bloody BS and everyone knows it #truth
3715,7,3,3,1,1,"This is absolute garbage, what a utter waste of time wtf"
3716,3,0,3,0,1,RT @user: I hate these absolute incompetent fools running everything lol
3717,7,1,5,1,1,"Shut the hell up you bloody moron, nobody asked you"
3718,6,0,3,3,2,The coffee shop around the corner makes the best lattes
3719,3,0,0,3,2,@someone Started a new gym routine and feeling more energetic already #smh
3720,6,1,3,2,1,"You absolute absolute clown, get out of here already wtf"
3721,6,5,1,0,0,@someone jewish people are animals who can't behave in civilization
3722,5,0,2,3,2,@someone Feeling grateful for all the good things happening lately lol
3723,3,0,3,0,1,"You absolute total clown, get out of here already wtf"
3724,5,5,0,0,0,The world would be better without black people
3725,3,0,1,2,2,Started a new gym routine and feeling more energetic already
3726,4,1,2,1,1,RT @user: This entire situation is a total disaster from the start
3727,3,0,1,2,1,I hate these total incompetent fools running everything #smh
3728,7,0,7,0,1,"RT @user: What a stupid effing move, I can't believe this crap"
3729,4,0,1,3,2,@someone Cooked a new recipe tonight and it turned out delicious #smh
3730,7,1,5,1,1,Are you seriously that dumb? Holy freaking crap
3731,4,1,2,1,1,That utter idiot just cut me off in traffic again
3732,6,0,5,1,1,"You absolute damn clown, get out of here already #truth"
3733,4,0,3,1,1,"@someone What a complete joke, I can't stand these people anymore"
3734,5,1,3,1,1,"This is absolute garbage, what a freaking waste of time #truth"
3735,3,0,2,1,2,Cooked a new recipe tonight and it turned out delicious #truth
3736,5,0,2,3,2,The weather today is perfect for an outdoor afternoon walk
3737,6,0,3,3,2,RT @user: Just finished reading a fantastic book I highly recommend
3738,7,0,6,1,1,Go screw yourself with that freaking nonsense you're spouting
3739,3,0,2,1,1,"What a stupid complete move, I can't believe this crap lol"
3740,7,2,3,2,1,The whole thing is damn BS and everyone knows it #truth
3741,5,0,4,1,1,"That was the most freaking thing I've ever seen, pathetic wtf"
3742,6,0,2,4,2,Had a productive meeting at work and things are looking good wtf
3743,3,0,3,0,1,RT @user: That freaking idiot just cut me off in traffic again #truth
3744,4,0,3,1,1,@someone The whole thing is bloody BS and everyone knows it
3745,5,0,0,5,2,@someone The coffee shop around the corner makes the best lattes
3746,3,0,3,0,1,Are you seriously that dumb? Holy damn crap wtf
3747,7,1,5,1,1,"That was the most complete thing I've ever seen, pathetic lol"
3748,7,6,0,1,0,hindu people are animals who can't behave in civilization #smh
3749,4,0,4,0,1,RT @user: This entire situation is a complete disaster from the start lol
3750,5,0,5,0,1,Are you seriously that dumb? Holy complete crap #truth
3751,7,0,6,1,1,You're a complete utter loser with no life whatsoever #smh
3752,4,0,3,1,1,RT @user: That effing idiot just cut me off in traffic again #smh
3753,5,0,4,1,1,"RT @user: This is absolute garbage, what a absolute waste of time"
3754,6,1,4,1,1,RT @user: You're a complete utter loser with no life whatsoever
3755,5,0,2,3,2,"Looking forward to the weekend, planning to relax and recharge"
3756,6,0,1,5,2,The new season of that show was absolutely incredible
3757,7,0,7,0,1,You're a complete damn loser with no life whatsoever
3758,6,0,6,0,1,Are you seriously that dumb? Holy effing crap lol
3759,5,0,5,0,1,I hate these utter incompetent fools running everything
3760,4,0,3,1,1,"@someone You're embarrassing yourself, you effing buffoon"
3761,7,1,4,2,1,"@someone What a total joke, I can't stand these people anymore #truth"
3762,7,0,2,5,2,Working on a new project and feeling really inspired today lol
3763,5,0,2,3,2,RT @user: Working on a new project and feeling really inspired today
3764,3,0,1,2,1,"This is absolute garbage, what a freaking waste of time"
3765,5,0,0,5,2,Just finished reading a fantastic book I highly recommend
3766,6,0,6,0,1,"RT @user: What a freaking joke, I can't stand these people anymore #truth"
3767,5,0,1,4,2,Met up with old friends today and it was really wonderful wtf
3768,7,0,5,2,1,"What a stupid damn move, I can't believe this crap"
3769,7,0,1,6,2,Just watched a documentary that really changed my perspective #truth
3770,7,0,6,1,1,"RT @user: Shut the hell up you bloody moron, nobody asked you"
3771,7,2,3,2,1,"What a stupid absolute move, I can't believe this crap"
3772,5,4,0,1,0,"I hate every single christian person, they are disgusting #truth"
